"ID_TRAIN","NB_EMPT","R_ATD","DUREE","PRT_VAL","AGE_D","REV_BT","REV_NET","TYP_RES","ST_EMPL","MNT_EPAR","NB_ER_6MS","NB_ER_12MS","NB_DEC_12MS","NB_OPER","NB_COUR","NB_INTR_1M","NB_INTR_12M","PIR_DEL","NB_DEL_30","NB_DEL_60","NB_DEL_90","MNT_PASS","MNT_ACT","MNT_AUT_REN","MNT_UTIL_REN","NB_SATI","TYP_FIN","MNT_DEMANDE","target_0"
778748,1,0.44,5,1,20,40000,28000,"P","R",11432,0,0,0,7,5,0,0,0,0,0,0,47010,47678,1000,1000,5,"AUTO",8200,0
463632,1,0.2,2,1,25,83000,59000,"A","P",1278,0,0,3,6,2,0,0,0,0,0,0,6954,1278,7500,7500,5,"AUTO",20800,0
257202,1,0.56,6,1,37,59000,35000,"P","R",5219,0,0,0,9,5,0,0,0,0,0,0,145319,296622,9000,8999,7,"AUTO",26400,0
403086,1,0.53,6,0.83,57,61000,50000,"A","T",195219,0,0,0,6,2,2,2,0,0,2,1,2676,195219,2000,0,6,"AUTO",24900,0
554584,1,0.33,1,0.65,61,49000,40000,"L","R",206815,0,0,0,5,5,0,0,0,0,0,0,15459,206815,5000,2672,3,"AUTO",21100,0
936145,1,0.12,6,1,24,171000,97000,"L","R",81339,0,0,0,8,7,0,0,0,0,0,0,15057,81339,2500,2182,7,"AUTO",9700,0
606889,2,0.32,5,1,48,32000,24000,"L","P",40668,0,0,0,9,7,0,0,0,0,0,2,10914,40668,6500,17,6,"AUTO",38500,0
144997,1,0.09,2,0.92,24,59000,42000,"P","P",174983,0,0,0,11,5,0,0,0,0,0,0,295955,319664,1000,1000,10,"AUTO",6300,0
715451,1,0.37,4,1,66,35000,30000,"A","P",246723,0,0,0,5,4,0,0,0,0,0,0,3109,246723,1000,643,5,"AUTO",10700,0
267755,1,0.34,2,0.99,61,21000,14000,"L","P",195162,0,0,0,6,3,0,0,0,0,0,0,297297,298333,5500,5499,4,"AUTO",31200,0
582354,1,0.39,3,1,29,13000,12000,"A","R",57423,0,0,0,3,1,0,0,0,0,0,0,89517,269196,500,499,3,"AUTO",31000,0
775061,1,0.05,6,1,45,34000,29000,"L","T",19191,0,0,1,9,7,0,0,0,0,0,0,7658,108047,11500,0,9,"AUTO",31800,0
673168,1,0.01,3,0.54,61,56000,38000,"L","R",160690,0,0,0,9,7,0,0,0,0,0,0,2204,160690,21000,20999,7,"AUTO",19800,0
638650,1,0.26,6,1,44,118000,70000,"L","R",219476,0,0,0,10,7,0,0,0,0,0,0,0,219476,20000,16673,9,"AUTO",14100,0
956348,1,0.15,3,1,40,103000,59000,"L","R",17662,0,0,0,9,8,0,0,0,0,2,0,48132,67523,5500,5499,5,"AUTO",14600,0
4729,1,0.3,4,1,55,56000,46000,"P","R",2977,0,0,4,10,9,0,0,0,0,0,0,114091,126893,2500,353,8,"AUTO",37300,0
883439,1,0.07,4,0.97,21,101000,84000,"L","T",2742,0,0,0,6,3,0,0,0,0,0,0,1191,2742,5000,4437,5,"AUTO",18500,0
701793,1,0.35,5,1,43,179000,160000,"L","R",41904,0,1,0,6,6,0,0,0,0,0,0,1500,41904,2000,1999,5,"AUTO",5400,0
755106,1,0.41,4,1,37,25000,21000,"L","P",77717,0,0,0,9,8,1,1,0,0,1,0,4533,77717,1000,999,8,"AUTO",28200,0
153778,1,0.26,4,1,21,80000,48000,"L","P",4801,0,0,0,6,4,0,0,0,0,0,0,876,43277,60500,60500,6,"AUTO",25900,0
800938,1,0.33,4,1,41,58000,33000,"L","P",91078,3,3,0,9,5,0,0,0,1,0,0,133567,149197,3500,3499,9,"AUTO",9300,0
671033,1,0.27,5,0.74,43,25000,19000,"A","R",91592,0,0,0,5,4,3,3,0,0,0,1,127931,129399,1000,381,4,"AUTO",20900,0
261249,1,0.35,3,0.93,57,65000,45000,"P","R",34057,0,0,0,9,8,0,0,0,0,0,0,27302,36222,500,0,8,"AUTO",30700,0
112779,1,0.31,2,1,53,65000,50000,"P","R",196337,0,0,0,7,6,0,0,0,0,0,0,69037,196337,1500,0,6,"AUTO",25800,0
630771,1,0.31,5,1,21,47000,28000,"A","P",8597,0,0,0,6,5,0,0,0,0,0,0,294,171364,500,51,6,"AUTO",30400,0
273719,1,0.21,4,1,50,150000,129000,"P","R",21935,0,0,0,10,8,0,0,0,0,0,0,29287,85825,1000,68,10,"AUTO",31000,0
541238,1,0.4,2,1,51,55000,37000,"P","R",42065,0,0,0,5,5,0,0,0,0,0,0,147359,355526,2500,1918,3,"AUTO",31900,0
999534,1,0.42,5,1,64,35000,25000,"L","T",171123,0,0,0,6,5,0,0,0,0,0,0,12643,171123,57500,0,5,"AUTO",35400,0
66136,2,0.21,2,1,20,47000,37000,"P","R",38776,2,2,0,6,6,0,0,0,0,0,0,3369,59713,4500,2261,3,"AUTO",39200,0
390178,1,0.48,3,1,47,23000,17000,"L","R",56871,1,1,0,8,7,2,2,0,0,0,0,13332,56871,2000,1057,6,"AUTO",8900,0
321047,2,0.18,2,1,41,108000,82000,"P","R",50953,0,0,0,11,9,0,0,0,0,0,0,147032,336457,500,355,7,"AUTO",37700,0
688332,1,0.45,6,0.63,23,19000,16000,"A","P",73765,0,0,0,6,6,0,0,0,0,0,0,3900,73765,500,499,6,"AUTO",17800,0
579654,1,0.2,6,0.49,42,59000,53000,"L","R",65719,0,0,0,9,8,0,0,0,0,0,0,3528,491740,3000,0,1,"AUTO",21600,0
788596,1,0.32,3,1,54,68000,56000,"L","R",11349,0,0,0,2,2,0,0,0,0,0,0,600,206258,3500,2502,2,"AUTO",34900,0
712240,1,0.07,1,0.75,64,133000,84000,"L","R",47004,0,0,0,5,2,0,0,0,0,0,0,42060,50170,11000,5745,5,"AUTO",30700,0
358275,1,0.49,5,1,37,108000,80000,"L","P",18004,0,0,0,10,8,0,0,0,0,0,0,1438,18004,48500,8556,9,"AUTO",10800,0
344558,1,0.39,7,1,28,49000,29000,"L","P",29622,0,0,0,11,6,2,2,0,0,0,0,17106,45276,3500,139,9,"AUTO",16000,0
701135,1,0.21,5,1,51,50000,45000,"P","R",1573,0,1,2,4,3,0,0,0,0,0,0,102249,108042,1500,499,2,"AUTO",32600,1
286669,1,0.63,3,1,20,39000,28000,"L","P",67472,0,0,0,4,4,0,0,0,0,0,0,127102,138640,4500,671,4,"AUTO",37700,0
168005,1,0.14,3,1,24,72000,57000,"P","P",1788,0,0,0,9,7,0,0,0,0,0,0,4074,1788,1500,1262,8,"AUTO",6000,0
561695,1,0.17,4,0.6,42,144000,90000,"P","R",111743,0,0,0,4,3,0,0,0,0,0,0,25817,111743,5000,5000,4,"AUTO",15000,0
478958,1,0.49,5,1,50,51000,35000,"A","R",25317,0,0,0,5,5,0,0,0,0,0,0,36090,41521,28500,26355,5,"AUTO",20700,0
906117,1,0.31,4,1,28,48000,40000,"L","R",156940,0,1,0,13,9,0,0,0,0,0,0,14427,156940,12000,10933,12,"AUTO",25600,0
492256,1,0.48,5,1,56,92000,68000,"L","R",31062,0,0,0,6,3,0,0,0,0,0,0,4993,31062,1000,173,6,"AUTO",8000,0
416893,1,0.32,4,0.94,59,148000,119000,"L","R",220312,3,5,0,7,6,0,0,2,0,0,1,2931,314167,5000,3998,6,"AUTO",38500,0
227684,1,0.38,6,0.92,43,51000,31000,"L","R",1301,1,1,0,7,6,0,0,0,0,0,0,23285,1301,4000,1016,5,"AUTO",9400,0
743633,1,0.27,6,1,23,45000,33000,"P","T",14876,0,0,0,3,2,0,0,0,1,0,0,10729,14876,1500,0,3,"AUTO",7700,0
996551,1,0.42,4,0.7,18,41000,28000,"A","P",99451,0,0,0,13,7,1,1,0,0,0,0,921,99451,4500,4499,10,"AUTO",30200,0
844577,1,0.43,3,1,29,90000,76000,"A","P",2145,3,3,4,12,11,0,0,0,0,0,0,18100,2145,9000,2089,9,"AUTO",32200,0
818805,1,0.15,1,0.56,30,29000,25000,"P","P",28651,0,0,0,1,0,0,0,0,0,0,0,10644,119366,0,0,1,"AUTO",27800,0
32192,1,0.61,5,1,29,31000,26000,"A","P",84245,0,0,0,9,8,0,0,0,1,1,1,73942,84245,500,370,9,"AUTO",16600,0
766838,1,0.33,3,0.6,25,63000,41000,"L","P",62646,0,0,0,8,8,0,0,0,0,0,0,118763,145094,500,0,6,"AUTO",13600,0
502627,1,0.29,4,0.85,52,50000,30000,"L","R",161736,0,1,0,8,8,0,0,0,0,0,0,1592,161736,1000,1000,8,"AUTO",23800,0
828905,1,0.3,3,1,33,8000,6000,"L","R",82762,2,2,0,6,4,0,0,2,0,0,0,31702,121689,14500,14500,3,"AUTO",30200,0
451722,1,0.21,4,0.98,57,114000,63000,"L","R",162365,0,0,0,9,8,1,1,0,0,5,0,6060,162365,500,499,8,"AUTO",19900,0
347080,1,0.17,3,0.45,44,55000,41000,"L","P",50289,0,0,0,5,0,0,0,0,0,0,0,115603,118063,0,0,3,"AUTO",17500,0
811266,2,0.45,4,1,34,60000,47000,"P","P",16720,0,2,0,9,8,0,0,0,0,0,0,11246,32155,500,146,1,"AUTO",17900,0
63077,1,0.29,7,1,20,25000,18000,"A","R",58868,0,0,0,12,10,0,0,0,0,0,0,14480,58868,5500,5499,10,"AUTO",24900,0
102237,1,0.02,1,1,38,178000,140000,"P","R",33203,0,0,0,1,1,0,0,0,0,0,0,8282,33203,4500,1693,1,"AUTO",17700,0
515903,1,0.73,7,0.94,25,83000,67000,"L","T",12777,0,0,1,6,5,0,0,0,0,0,0,122253,154659,500,0,6,"AUTO",22100,0
258658,1,0,4,1,25,123000,84000,"L","R",208358,0,0,0,7,4,0,0,0,0,0,0,196,208358,20000,19999,4,"AUTO",34100,0
325243,1,0.14,2,1,18,82000,73000,"L","P",33496,1,1,0,12,8,0,0,0,0,0,0,609,33496,7000,5873,10,"AUTO",8400,0
234417,1,0.29,6,0.95,40,35000,25000,"L","R",18591,0,2,0,12,9,0,0,0,0,0,0,30380,238024,4000,0,11,"AUTO",34900,0
935582,1,0.22,2,1,45,54000,37000,"A","P",147512,0,0,0,5,3,0,0,0,0,0,0,6425,147512,2000,1378,4,"AUTO",33800,0
401929,1,0.69,3,1,41,9000,8000,"A","P",11163,0,0,0,8,8,0,0,0,0,0,0,191,11163,11000,5053,7,"AUTO",32200,0
919683,2,0.66,7,0.9,49,57000,34000,"A","R",126257,0,0,0,10,9,0,0,0,0,0,0,19095,126257,2000,214,2,"AUTO",14200,0
707123,1,0.49,1,1,44,52000,34000,"L","P",27731,0,0,0,5,2,0,0,0,0,0,0,119016,174447,1000,1000,4,"AUTO",12800,0
249180,2,0.8,2,1,32,73000,43000,"L","P",65979,0,0,0,10,7,0,0,0,0,0,0,4235,65979,11000,8887,5,"AUTO",39700,0
777060,1,0.3,3,0.74,77,52000,42000,"L","R",235768,0,0,0,8,6,0,0,1,0,0,0,952,383553,5500,5401,7,"AUTO",22800,0
573124,1,0.41,2,1,58,46000,25000,"L","R",31637,0,0,0,6,4,0,0,0,0,0,0,210633,210823,16000,14448,5,"AUTO",13200,0
732783,1,0.12,1,1,58,58000,51000,"L","P",18545,0,0,1,1,0,0,0,0,0,1,0,1134,18545,0,0,1,"AUTO",28000,0
493345,1,0.26,2,1,49,70000,57000,"P","R",14256,0,0,0,8,6,0,0,0,0,0,0,97201,129304,2500,0,6,"AUTO",26000,0
754622,1,0.4,7,0.83,71,131000,84000,"L","R",129829,0,0,0,3,2,0,0,0,0,0,0,7950,129829,23500,16193,3,"AUTO",20100,0
28193,1,0.36,3,0.91,37,71000,56000,"L","P",96071,3,3,0,9,0,0,0,0,0,5,0,77054,96071,0,0,9,"AUTO",32400,0
614846,2,0.11,4,0.54,36,96000,81000,"P","R",782,0,0,0,8,8,0,0,0,0,0,0,18991,782,3500,523,7,"AUTO",29400,0
587995,1,0.15,1,0.59,25,114000,91000,"L","R",36139,0,0,0,9,4,0,0,0,0,2,0,6198,86208,11500,1889,8,"AUTO",31600,0
248552,1,0.39,3,0.84,49,20000,13000,"L","P",227370,0,0,0,5,4,0,0,0,6,0,2,8234,227370,5000,193,5,"AUTO",15600,0
967655,1,0.11,6,0.91,54,65000,53000,"P","T",16802,0,0,0,7,7,0,0,0,0,0,0,432,16802,10500,4592,7,"AUTO",38000,0
797116,1,0.48,6,1,44,10000,7000,"A","R",61959,0,0,0,7,5,0,0,0,0,0,0,895,61959,15500,1442,6,"AUTO",39000,0
844418,1,0.26,5,0.59,27,69000,50000,"L","P",142139,0,0,0,4,0,0,0,0,0,0,0,2263,142139,0,0,4,"AUTO",11400,0
699552,1,0.28,5,0.75,58,62000,50000,"A","R",102763,0,0,0,8,7,0,0,0,3,0,0,10477,102763,5000,819,4,"AUTO",35900,0
397270,1,0.01,3,0.51,27,111000,87000,"P","R",45120,0,0,0,12,8,0,0,0,0,0,0,14666,231297,18500,11272,11,"AUTO",34800,0
92944,1,0.36,6,0.66,74,172000,142000,"A","P",29403,0,0,0,6,5,0,0,0,3,0,0,486681,487579,4000,3999,4,"AUTO",27100,0
265633,1,0.43,5,1,21,88000,60000,"P","P",3300,0,3,0,2,1,0,0,0,0,0,0,5827,18158,500,443,2,"AUTO",22500,0
800292,2,0.17,5,1,38,109000,79000,"L","R",19863,0,0,0,9,8,0,0,0,0,0,0,1431,61796,6000,3584,8,"AUTO",21800,0
259209,1,0.3,7,1,19,46000,28000,"L","P",39109,0,0,0,13,8,0,0,2,0,0,0,123385,334405,500,499,8,"AUTO",7300,1
153430,1,0.13,6,0.64,27,62000,44000,"L","P",10043,0,0,0,10,8,0,0,0,1,0,0,0,22798,8500,5330,8,"AUTO",17800,0
451935,2,0.41,5,1,19,20000,14000,"L","T",72588,0,0,0,8,7,0,0,1,0,0,0,12706,72588,5500,828,3,"AUTO",29400,0
440846,1,0.61,4,1,29,62000,53000,"P","R",169583,0,0,0,6,3,0,0,0,0,0,0,1901,169583,500,331,6,"AUTO",14900,0
546380,1,0.24,2,0.43,56,103000,69000,"L","R",41406,0,0,0,11,9,0,0,0,0,0,0,24442,88585,6000,2682,10,"AUTO",27400,0
302267,1,0.25,3,0.95,34,64000,55000,"L","R",97600,0,0,0,1,1,0,0,0,0,0,0,3345,387263,4500,2132,1,"AUTO",5000,0
901683,1,0.48,2,1,58,50000,31000,"A","R",37199,0,0,0,7,6,0,0,0,0,0,0,36725,38619,18500,17063,5,"AUTO",8500,0
940030,1,0.68,7,1,23,20000,15000,"A","R",369,0,0,2,7,6,0,0,0,0,0,0,10571,369,50000,48817,5,"AUTO",29800,1
663899,1,0,4,1,50,119000,66000,"L","R",234451,0,0,0,1,0,0,0,0,0,2,0,13219,234451,0,0,1,"AUTO",30500,1
938099,2,0.41,3,1,34,60000,49000,"L","R",938,0,0,0,7,6,0,0,0,0,2,0,5971,34449,22000,21999,7,"AUTO",10900,0
691004,1,0.37,7,0.65,40,75000,63000,"P","R",122563,0,3,0,9,3,0,0,0,0,0,0,2303,122563,3000,2999,9,"AUTO",6900,0
164840,1,0.36,4,1,18,78000,69000,"P","P",19820,0,0,0,13,11,0,0,0,0,0,0,49546,103489,17000,104,12,"AUTO",14100,0
571783,1,0.44,4,0.76,26,26000,23000,"A","P",21571,2,2,0,13,11,0,0,0,0,0,0,101887,110025,10000,9999,13,"AUTO",33500,0
468838,1,0.03,2,0.95,57,143000,116000,"P","R",144353,0,0,0,5,3,2,2,0,0,0,0,1700,144353,7000,6522,3,"AUTO",14200,0
895422,2,0.27,6,1,22,23000,13000,"L","P",25217,0,0,1,11,9,4,4,0,0,0,0,18800,25217,8000,5303,1,"AUTO",7700,0
40611,2,0.07,3,1,20,33000,23000,"L","P",1509,0,0,1,10,9,0,0,0,0,0,0,176483,184847,3500,2211,9,"AUTO",28700,0
191436,1,0.17,6,1,37,170000,141000,"P","R",8717,0,0,0,7,7,0,0,0,0,0,0,17079,431210,2500,136,3,"AUTO",22100,0
492694,1,0.43,5,0.98,18,16000,9000,"A","R",38814,0,0,0,11,6,0,0,0,0,0,0,2275,38814,1000,409,10,"AUTO",25700,0
712066,1,0.5,4,1,25,62000,40000,"L","P",5905,0,0,0,12,11,0,0,0,0,0,0,1539,5905,1000,12,10,"AUTO",17200,0
437396,2,0.09,3,0.46,62,37000,22000,"A","P",218260,0,0,0,5,2,0,0,0,0,0,0,113652,218260,12000,1931,4,"AUTO",20700,0
662000,1,0.42,2,1,51,50000,28000,"L","R",154872,0,0,0,5,5,0,0,0,0,0,0,12611,154872,5000,481,4,"AUTO",19800,0
299751,1,0.43,1,1,26,66000,55000,"L","R",110647,0,0,0,12,5,5,5,0,0,0,0,206585,335360,5000,4425,10,"AUTO",32800,0
951523,1,0.38,6,1,18,5000,3000,"A","P",1452,0,0,0,12,5,0,0,0,0,0,0,183967,263802,1000,923,12,"AUTO",6200,1
584788,1,0.13,6,1,53,109000,86000,"L","R",158024,0,0,0,6,2,0,0,0,0,0,0,5365,160687,17500,62,2,"AUTO",7500,1
223378,2,0.48,4,1,30,5000,4000,"A","P",21582,0,0,0,7,4,0,0,0,0,0,0,0,363803,1000,948,6,"AUTO",12100,0
558874,1,0.23,2,1,54,102000,74000,"L","P",7377,0,0,3,7,6,0,0,0,3,0,0,2944,168207,1500,354,6,"AUTO",37000,0
835099,1,0.32,7,1,21,52000,46000,"P","R",398,0,0,0,13,9,0,0,0,0,0,0,15588,37987,11000,9726,11,"AUTO",14500,0
689955,2,0.49,4,1,24,32000,18000,"L","R",3696,2,2,0,14,5,0,0,0,1,0,0,8871,38439,10000,799,5,"AUTO",32600,0
450211,1,0.43,2,0.93,44,64000,48000,"P","P",13574,0,0,0,10,8,0,0,3,0,3,0,25512,76929,4500,3403,10,"AUTO",34500,0
142989,1,0.11,1,0.68,78,164000,124000,"L","R",45881,0,3,0,5,1,0,0,0,0,0,0,0,93074,2500,0,3,"AUTO",28800,0
655245,2,0.37,7,1,21,77000,64000,"A","P",16111,0,0,0,13,8,0,0,0,0,0,0,188645,214846,1500,1010,12,"AUTO",28600,0
174663,1,0.16,1,0.64,36,128000,114000,"L","R",239582,0,0,0,5,0,0,0,0,5,0,1,4991,239582,0,0,4,"AUTO",14800,1
274401,1,0.14,6,0.5,26,29000,18000,"L","P",159906,0,0,0,13,10,0,0,0,0,0,0,130778,364911,2500,1348,11,"AUTO",32800,0
604351,1,0.37,7,1,43,86000,63000,"P","R",79665,0,0,0,5,4,0,0,0,0,0,0,317186,320460,6000,4249,4,"AUTO",8700,0
975339,2,0.43,6,0.9,51,55000,45000,"P","R",91918,0,0,0,4,2,1,1,0,0,0,0,123336,191647,1000,498,3,"AUTO",31600,0
571133,2,0.23,4,1,20,49000,44000,"A","P",2558,0,0,0,7,6,0,0,0,0,0,0,8640,2558,19500,0,5,"AUTO",12100,1
72723,1,0.35,5,1,41,11000,9000,"L","R",9255,0,0,0,12,10,0,0,0,2,0,0,137500,147097,4500,4500,10,"AUTO",19300,0
861375,1,0.01,3,1,64,91000,80000,"L","R",209997,0,1,0,2,1,0,0,0,0,0,0,1080,209997,3000,2380,1,"AUTO",7500,0
526232,1,0.23,5,0.66,22,43000,27000,"L","P",84398,0,0,0,6,5,0,0,0,0,0,0,793,84398,2000,1939,6,"AUTO",9700,0
581042,1,0.37,1,0.43,30,39000,29000,"A","T",9673,0,0,0,8,0,0,0,0,0,0,0,15424,9673,0,0,7,"AUTO",15500,0
922582,1,0.22,5,1,20,67000,46000,"L","R",1466,4,8,3,10,8,0,0,0,0,0,0,5721,1466,1000,755,9,"AUTO",29200,0
995094,1,0.29,2,1,36,66000,44000,"L","R",66501,0,0,0,10,8,0,0,0,0,0,0,280985,482847,2000,159,7,"AUTO",7000,0
665944,1,0.36,7,0.65,26,51000,38000,"A","P",120944,0,0,0,13,8,0,0,0,0,0,5,1500,132489,9500,8383,10,"AUTO",13500,0
766748,1,0.31,4,1,71,52000,47000,"A","P",121690,1,1,0,5,3,0,0,0,0,0,0,2495,121690,500,465,4,"AUTO",35300,0
213802,1,0.69,2,1,66,109000,92000,"L","P",17109,0,0,0,5,1,0,0,0,0,0,0,246964,248637,6000,4107,4,"AUTO",13600,0
146242,1,0.03,4,0.92,25,175000,104000,"P","R",66026,0,0,0,10,9,0,0,0,0,0,0,1432,162866,500,218,8,"AUTO",8800,0
38212,1,0.37,4,1,50,92000,78000,"P","R",2380,3,3,0,12,10,0,0,3,0,0,0,1685,80166,1000,0,6,"AUTO",22600,0
138091,1,0.35,6,0.79,52,123000,97000,"P","R",137942,0,0,0,5,2,0,0,0,0,0,0,2779,257521,54500,22230,5,"AUTO",12700,0
683607,1,0.4,2,0.78,29,57000,50000,"A","P",135481,0,0,0,1,0,0,0,0,0,0,0,0,135481,0,0,1,"AUTO",35900,0
797668,1,0.38,7,1,32,62000,51000,"P","P",1975,0,0,0,9,6,2,2,0,0,0,0,11969,1975,9500,3082,9,"AUTO",23700,0
3972,1,0.19,2,1,65,93000,84000,"L","R",197264,0,0,0,2,2,0,0,0,0,0,0,4260,590655,3000,1670,2,"AUTO",27600,0
490335,1,0.03,1,0.98,32,117000,68000,"L","T",13420,0,0,3,6,6,0,0,0,2,0,0,1346,13420,1000,10,4,"AUTO",8000,0
525983,1,0.31,3,1,34,69000,61000,"A","R",171650,0,0,0,5,4,0,0,0,0,0,0,453759,493523,1000,999,4,"AUTO",27900,0
334937,1,0.24,3,0.71,41,76000,44000,"L","R",170723,0,0,0,4,0,0,0,0,0,0,0,29994,589601,0,0,4,"AUTO",27200,0
39507,2,0.22,2,0.5,28,55000,45000,"A","P",33257,0,0,0,4,4,0,0,0,0,0,0,4021,33257,8500,1374,4,"AUTO",13400,0
465005,2,0.52,2,1,53,112000,72000,"L","P",81768,0,0,0,4,3,0,0,0,0,2,2,49156,81768,5500,2600,3,"AUTO",35000,0
671710,1,0.07,2,0.5,52,137000,106000,"L","R",169606,0,0,0,9,9,0,0,0,0,0,0,4870,486209,1000,231,8,"AUTO",34000,0
551601,1,0.23,2,0.9,52,34000,20000,"L","R",196556,0,0,0,6,3,0,0,0,0,0,0,1247,196556,1000,170,6,"AUTO",14300,0
872605,1,0.57,7,1,38,22000,19000,"L","R",54542,0,0,0,8,8,0,0,0,1,3,0,3420,54542,13000,1093,8,"AUTO",17300,0
172355,1,0.38,2,1,22,60000,50000,"P","T",7402,0,0,0,10,0,0,0,0,0,0,0,1351,7402,0,0,10,"AUTO",28700,0
964759,2,0.13,1,1,34,165000,135000,"P","R",182794,0,6,0,1,1,0,0,0,0,0,0,41497,182794,3000,889,1,"AUTO",22400,0
504880,1,0.26,1,0.96,63,121000,88000,"L","R",53842,0,0,0,4,3,0,0,0,0,0,0,103933,320550,2500,471,3,"AUTO",27600,0
438918,2,0.41,3,1,52,116000,70000,"L","R",68001,0,0,0,6,5,0,0,0,0,0,0,4465,68001,6000,3639,5,"AUTO",18900,0
114839,1,0.73,7,1,41,128000,81000,"A","R",29736,0,0,0,8,4,0,0,0,0,0,0,1432,29736,3500,2787,7,"AUTO",10300,0
935084,1,0.37,5,1,20,57000,32000,"A","R",21940,0,0,0,10,9,0,0,0,0,0,0,9515,100855,2500,2385,9,"AUTO",23800,0
215932,1,0.35,4,1,37,55000,32000,"L","P",78618,4,4,0,6,2,0,0,0,0,0,0,77729,91471,500,500,6,"AUTO",9000,0
383160,1,0.4,5,0.78,28,50000,32000,"L","P",2055,0,0,0,10,3,0,0,0,0,0,0,20132,2055,4000,2347,9,"AUTO",20700,0
780338,1,0.18,2,0.5,39,55000,37000,"L","P",56508,3,3,0,9,7,0,0,0,0,0,0,0,381292,11000,4129,7,"AUTO",24700,0
349179,1,0.84,3,1,33,6000,4000,"L","R",98947,0,0,0,4,3,0,0,0,0,0,0,5593,98947,10000,5234,3,"AUTO",26500,0
291709,1,0.2,1,0.57,56,54000,36000,"L","R",99742,0,2,0,3,3,0,0,0,0,0,0,935,99742,14500,1770,2,"AUTO",13000,0
283081,1,0.47,3,1,57,64000,35000,"L","R",88874,0,0,0,4,3,0,0,0,1,5,0,37363,88874,45000,3701,3,"AUTO",8100,0
413916,1,0.08,1,1,32,52000,42000,"L","P",5112,0,0,0,13,4,0,0,2,1,0,0,11771,5112,6500,946,11,"AUTO",31600,0
347133,1,0.69,6,1,23,45000,30000,"A","R",83837,0,0,0,0,0,0,0,0,0,0,0,4120,83837,0,0,0,"AUTO",21500,0
160736,2,0.25,6,1,41,60000,38000,"P","P",20241,0,1,0,10,9,0,0,0,0,0,0,13514,20241,500,0,6,"AUTO",20400,0
445273,1,0.21,3,1,28,71000,60000,"L","R",8743,0,0,0,9,7,0,0,0,0,0,0,9093,8743,6000,16,6,"AUTO",26200,0
513239,1,0.5,6,0.81,36,73000,46000,"A","R",183429,0,0,0,5,5,0,0,0,0,0,0,40765,183429,20000,17264,5,"AUTO",10400,0
521515,1,0.33,2,0.95,41,72000,41000,"L","T",231727,0,0,0,9,7,0,0,0,0,0,0,7554,231727,69500,12613,7,"AUTO",14700,0
641604,1,0.35,5,1,52,101000,87000,"L","P",99302,0,0,0,2,2,0,0,0,0,0,0,11113,99302,29000,19972,2,"AUTO",36200,0
311241,1,0.48,4,1,24,106000,82000,"L","T",43853,0,0,0,9,0,0,0,0,0,0,0,272126,290286,0,0,8,"AUTO",29300,0
136656,1,0.41,4,0.85,24,45000,32000,"L","P",4608,0,0,0,12,11,0,0,0,0,0,0,14986,54169,2500,2500,11,"AUTO",34100,0
705652,1,0.43,7,1,29,40000,34000,"L","P",145633,0,0,0,3,0,3,3,0,0,0,0,2761,145633,0,0,2,"AUTO",34000,0
50645,1,0.35,5,1,43,48000,33000,"A","R",62521,0,0,0,8,8,1,1,0,0,0,0,381880,512330,7500,6983,8,"AUTO",37600,0
378239,1,0.33,3,1,51,46000,33000,"L","R",49871,0,0,0,9,6,0,0,0,0,0,0,15690,129594,6000,1195,8,"AUTO",17600,0
940537,1,0.11,2,1,28,100000,77000,"L","R",29646,0,0,0,6,5,0,0,0,0,0,0,349554,370479,9500,1634,5,"AUTO",33800,0
680867,1,0.37,2,1,20,53000,31000,"L","R",63603,0,0,0,13,7,0,0,0,0,0,0,14716,63603,3000,1722,11,"AUTO",16600,0
892230,1,0.18,5,1,35,146000,107000,"L","R",45859,0,0,0,4,1,0,0,0,0,0,0,106936,472464,1000,999,4,"AUTO",29800,0
569119,1,0.37,6,1,25,63000,56000,"L","P",1371,3,3,0,3,0,0,0,0,0,0,0,17213,1371,0,0,2,"AUTO",36300,0
988293,1,0.72,3,1,25,71000,54000,"L","R",842,0,0,0,6,5,0,0,0,0,0,0,19071,842,1500,837,6,"AUTO",9800,0
975979,1,0.6,4,0.83,37,9000,7000,"A","R",231719,0,0,0,9,1,0,0,0,0,0,0,1948,231719,7000,5674,8,"AUTO",31300,0
103021,1,0.46,2,0.98,38,17000,14000,"L","R",86691,0,0,0,11,10,0,0,0,3,0,0,1715,86691,11000,10999,10,"AUTO",39500,1
22666,1,0.31,6,1,28,60000,39000,"A","P",73135,0,0,0,8,8,0,0,0,0,0,0,102616,103993,3000,209,8,"AUTO",9300,0
702232,2,0.06,3,0.47,55,133000,102000,"P","R",50911,0,0,0,2,0,0,0,0,0,0,0,3006,50911,0,0,2,"AUTO",36600,0
42735,1,0.12,6,1,32,43000,38000,"P","R",1915,0,0,0,13,11,0,0,0,0,0,0,120590,131887,17000,0,10,"AUTO",37600,0
723396,1,0.36,7,1,33,56000,35000,"L","R",36965,0,0,0,12,11,0,0,0,0,0,0,56108,289632,22000,0,10,"AUTO",17900,0
737534,1,0.36,4,1,22,73000,63000,"L","T",21620,0,0,0,13,5,0,0,0,0,0,0,20972,21620,2500,67,11,"AUTO",18000,0
386788,1,0.29,4,1,36,62000,43000,"L","P",17437,1,1,0,7,7,0,0,0,0,1,0,8347,22452,4500,198,7,"AUTO",26200,0
